item code,item description,length cm,height cm,width cm,volume litre,weight kg,in EIC
KMEDKIAE01SN,"IEHK, NARCO/PSYCHO MODULE for 1 SUPPLEM.UNIT 10.000 pers/3m ",0,0,0,0,0.4,yes
KMEDKIAE01SP,"IEHK, PEP MODULE for 1 SUPPLEM.UNIT 10.000 person/3month",0,0,0,0,5.6,yes
KMEDKIMM01,"KIT, IMMUNIZATION, 10 000 immu./5 teams",0,0,0,0,0,yes
KMEDKREP01,"KIT, REPRODUCTIVE HEALTH, UNFPA",0,0,0,0,0,yes
KMEDKREP1,"KIT, REPRODUCTIVE HEALTH, for crisis situation",0,0,0,0,0,yes
KMEDKREP100,"RHK, SET, ADMINISTRATION, PHC 10'000 per./ 3mon., sbk 0",0,0,0,0,0,yes
KMEDKREP101A,"RHK, SET, CONDOM, MALE, PHC 10'000 per./ 3 mon, sbk.1A",0,0,0,0,0,yes
KMEDKREP101B,"RHK, SET, CONDOM, FEMALE, PHC 10'000 per./ 3mo., sbk.1B",0,0,0,0,0,yes
KMEDKREP102A,"RHK, SET, CLEAN HOME DELIVERY,10'000 persons/3months, sbk 2A",120,111,80,1065,138,yes
KMEDKREP102B,"RHK, SET, CLEAN H. DELIVERY, complem.5 tba,10'000p/3m,sbk 2B",40,27,23,24.84,3.3,yes
KMEDKREP103A,"RHK, SET, POST RAPE, BASIC TREATMENT, 10'000 per./3m, sbk A3",49.5,24,36,42.768,3.8,yes
KMEDKREP103B,"RHK, SET, PEP, 10'000 persons./ 3months, sbk 3B",0,0,0,0,0,yes
KMEDKREP104,"RHK, SET, CONTRACEPTION, 10'000 persons./ 3months, sbk 4",59,39,40,92.04,17.5,yes
KMEDKREP105,"RHK, SET, S.T.I. TREATMENT, 10'000 pers./3 months, sbk 5",60,40,40,96,16,yes
KMEDKREP106,"RHK, SET, CLINICAL DELIVERY, referral hos.30'000p./3m., sbk6",80,45,60,216,31,yes
KMEDKREP107,"RHK, SET, IUD, ref. hospital 30'000 pers./3months,sbk 7",0,0,0,0,0,yes
KMEDKREP108,"RHK, SET MISCARI./ABORT COMPLI., r.hosp. 30'000 p./3m, sbk 8",0,0,0,0,0,yes
KMEDKREP108C,"RHK, SET, DILATION / CURETAGE, instruments, part of sbk 8",42,13,17,9.282,4.52,yes
KMEDKREP108D,"RHK, SET DRUGS + MATERIAL SINGLE USE, part of sbk 8",59,52.5,125,387.1875,56.6,yes
KMEDKREP108V,"RHK, SET, MANUAL VACUUM. ASPIRATION ""IPAS"", part of sbk 8",32.5,1.5,8,0.39,0.0097,yes
KMEDKREP109,"RHK, SET, EXAM.REPAIR, vag.cerv.tears, r.h.30'000p/3m, sbk 9",59,40,39,92.04,18,yes
KMEDKREP110,"RHK, SET, VACUUM EXTRACTION, r.hospital 30'000p./3m, sbk 10",41,29,21,24.969,3.2,yes
KMEDKREP111A,"RHK, SET, SURG. EQUIPM OBSTE/GYNE., hos.150'000p./3m,sbk 11A",60,40,40,96,18.3,yes
KMEDKREP111B,"RHK, SET, DRUGS / MAT.S.U., surg.OBST/GYN 150'000p/3m,sbk11B",120,142,80,1363.2,518,yes
KMEDKREP112,"RHK, SET,TRANSFUSION, surg.OBST/GYN hosp 150'000p./3m,sbk 12",0,0,0,0,0,yes
KMEDKWWE05,"KIT, DRUGS & MEDICAL S.U., EMERGEN. CARE/TRIAGE, 50 w.wound.",0,0,0,1670,369,yes
KMEDKWWH05,"KIT, DRUGS & MATERIAL S.U., HOSPITALISED, 50 w.wounded",0,0,0,5210,1046,yes
KMEDMNUTO1,"MODULE NUT., ANTHROPOMETRIC, NUT. SURVEY, Oxfam kit 1",83,41,44,149.732,26.8,yes
KMEDMNUTO2,"MODULE NUT., SUPPL. WET FEEDING EQUIP., 250 ben., Ox. kit 2",0,0,0,0,0,yes
KMEDMNUTO2A,"MODULE NUT., SUPPL. WET F. REGISTR., 250 ben/3m, Ox. kit 2A",0,0,0,0,0,yes
KMEDMNUTO3,"MODULE NUT., SUPPL. DRY FEEDING EQUIP., 500 ben., Ox. kit 3",47,36,47,79.524,15.2,yes
KMEDMNUTO3A,"MODULE NUT., SUPPL. DRY F. REGISTR., 500 ben/3m, Ox. kit 3A",46.5,36,46,77.004,16.5,yes
KMEDMNUTO4,"MODULE NUT., THERAP. FEEDING EQUIP., 100 severe, Oxfam kit 4",0,0,0,0,0,yes
KMEDMNUTO4A,"MODULE NUT., THERAP. F. REGISTR., 100 severe/3m, Ox. kit 4A",16.5,36,46,27.324,19.6,yes
KMEDMWWE05CA,"MODULE, ADMIN/ANCIL. consum., emerg. care/triage, 50 w.wound",0,0,0,0,0,yes
KMEDMWWE05CD,"MODULE, DRUGS/INFUSIONS, emergency care/triage, 50 w.wounded",0,0,0,0,0,yes
KMEDMWWE05CM,"MODULE, MEDICAL MAT.S.U., emergency care/triage, 50 w.wound.",0,0,0,0,0,yes
KMEDMWWE05EM,"MODULE, MED. EQUIP., emergency care & triage, 50 w.wounded",0,0,0,0,0,yes
KMEDMWWE05ES,"MODULE, STERILISATION, emergency care/triage, 50 w.wounded",0,0,0,0,0,yes
KMEDMWWE05IN,"MODULE, INFRASTRUCTURE, emergency care/triage, 50 w.wounded",0,0,0,0,0,yes
KMEDMWWH01CA,"MODULE, ADMIN & ANCIL., consum., 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01CD,"MODULE, DRUG-INFUSION-VACCINE, 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01CL,"MODULE, SINGLE USE, LABO. + X-RAY., 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01CS,"MODULE, SINGLE USE, SURG. + MED., 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01EA,"MODULE, ADMIN. + ANCIL. EQUIPMENT, 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01EL,"MODULE, LABO + X-RAY EQUIPMENT, 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01EO,"MODULE, OT EQUIPMENT, SURG.+ STER., 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01ET,"MODULE, ADMISSION./TRIAGE, for 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01EW,"MODULE, WARD + ICU  EQUIPMENT, 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01IP,"MODULE, POWER SUPPLY, 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01IS,"MODULE, SHELTER, 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDMWWH01IW,"MODULE, WATER ans SANITATION, 100w.wound/50 beds hosp.",0,0,0,0,0,yes
KMEDSANE05B,"SET, ANAESTHESIA, BASIC MATERIAL, for 50 hosp. single use",0,0,0,43.2,3.5,yes
KMEDSANE05S,"SET, ANAESTHESIA, SUPPLEMENTARY MATERIAL, for 50 hospi. s.u.",50,35,25,43.75,2.5,yes
KMEDSCLHF01,"SET, CLEANING AND HYGIENE RENEWABLES, for medical structure",120,86,80,830,109,yes
KMEDSDIS05,"SET, DISINFECTANTS, for 50 patients, hospitalized",0,0,0,115,63,yes
KMEDSDRE01,"SET, DRESSING MATERIAL, single use",0,0,0,105.6,16,yes
KMEDSDRE01B,"SET, DRESSING MATERIAL FOR BURNS, single use",63,47,40,118.44,20,yes
KMEDSDRU05F,"SET, DRUGS, for emergency care / triage, 50 w.wounded",0,0,0,96,19.5,yes
KMEDSDRU05SB,"SET, DRUGS FOR SURG. AND ANAEST., BASIC for 50 patients",0,0,0,384,70,yes
KMEDSDRU05SS,"SET, DRUGS FOR SURG. AND ANAEST., SUPLEMENTARY, 50 patients",0,0,0,40.2,6.8,yes
KMEDSEXA01,"SET, EXAMINATION EQUIPMENT, BASIC",0,0,0,10,2.6,yes
KMEDSEXC01,"SET, EXTRICATION COLLARS, 6 sizes, with tracheal openening",50,35,31,54.25,2.6,yes
KMEDSGLO01,"SET, GLOVES, for 50 hospitalized, single use",0,0,0,93,18.9,yes
KMEDSINF02,"SET, INFUSIONS, for 50 wounded or 17 patients hospitalised",120,80,62.5,600,220,yes
KMEDSINJ01,"SET, INJECTION MATERIAL, single use",61,42,53,135.786,17,yes
KMEDSLABTE,"SET, TRANSFUSION for 50 people, equipment",80,37,60,177.6,13,yes
KMEDSLABTR,"SET, TRANSFUSION for 50 people, single use",0,0,0,0,0,yes
KMEDSLINB05,"SET, BED LINEN, for 5 hospitalised",0,0,0,0,0,yes
KMEDSLINOR08,"SET, LINEN, OUTFIT for OT, reusable, for 8 people",0,0,0,0.2378,32,yes
KMEDSLINSR50,"SET, LINEN, SURGICAL, reusable for 50 war wounded",0,0,0,0.485,128,yes
KMEDSLINSR50S,"SET, LINEN, SURGICAL, single use,for 50 wounded hospitalised",0,0,0,1272,166,yes
KMEDSPLA01,"SET, PLASTER CASTING MATERIAL, single use",0,0,0,7.41,26,yes
KMEDSRES01,"SET, RESPIRATORY RESUSCITATION, BASIC, equipm.+materiel s.u.",0,0,0,72,5.1,yes
KMEDSRES01I,"SET, RESPIRATORY RESUSCITATION, intubation, equipm./ mat.s.u",0,0,0,96,7.56,yes
KMEDSSPL01,"SET, SPLINTS, for 15 - 20 fracture cases",0,0,0,100.8,11.5,yes
KMEDSSTE039,"SET, STERILISATION, autoclave 39l, pres.cooker, equipment",79,60,42,199.08,30,yes
KMEDSSTED05,"SET, STERILISATION, autoclave, mate. for 50 casualties, s.u.",60,40,20,48,4.9,yes
KMEDSSUD05,"SET, SURGICAL DRAINAGE MATERIAL, for 50 hospitalized, s.u.",70,60,55,231,23,yes
KMEDSSUM05,"SET, SURGICAL MISCELLANEOUS MATERIAL, for 50 hosp., s.u.",60,40,40,96,13.5,yes
KMEDSSUT01,"SET, SUTURES, for 35-50 hospitalized, single use",0,0,0,20.332,2.6,yes
KMEDSTEA05,"SET, TETANUS, VACCINE AND IMMUNOGLOBULINS, 50 patients hosp.",0,0,0,79.46675,17.5,yes
KMEDSURD05,"SET, URINE DRAINAGE, MATERIAL, for 50 hosp., single use",56,23,34,43.792,5.8,yes
KMEDSWWE05A,"SET, ADMINISTRATION, w/o logo, emergency care/triage",0,0,0,89.7,20.5,yes
KMEDSWWE05AL,"SET, ADMINISTRATION, with ICRC logo, emergency care/triage",0,0,0,0,0,yes
KMEDSWWE05BE,"SET, EQUIPMENT +misc.mat., emergency care/triage, 50 w.woun.",0,0,0,0,0,yes
KMEDSWWE05IC,"SET, IDENTIFI./ PROT., RED CROSS, emergency care/triage post",58.5,40,40,93.6,17,yes
KMEDSWWE05IR,"SET, IDENTIFI./ PROT., RED CRESCENT, emerg. care/triage post",0,0,0,0,0,yes
KMEDSWWH01CF,"SET, MEDICAL FORMS, no logo, for 100 patients hospitalised",0,0,0,0,0,yes
KMEDSWWH01CFL,"SET, FORMS, with ICRC logo, 100 w.wounded/50 beds hospital",0,0,0,0,0,yes
KMEDSWWH01EA,"SET, ANAESTHESIA EQUIP., for 100 w.wounded/50 beds hospital",0,0,0,0,0,yes
KMEDSWWH01EC,"SET, COLD CHAIN EQUIPMENT, for 100 w.wounded/50 beds hosp.",0,0,0,0,0,yes
KMEDSWWH01EF,"SET, BASIC FURNITURE, for 100 w.wounded/50 beds hospital",0,0,0,0,0,yes
KMEDSWWH01EH,"SET, SHELVING AND STORAGE, for 100 w.wounded/50 beds hosp.",0,0,0,0,0,yes
KMEDSWWH01EK,"SET, KITCHEN EQUIPMENT, for 100 w.wounded/50 beds hospital",0,0,0,0,0,yes
KMEDSWWH01EL,"SET, LAUNDRY EQUIPMENT, for 100 w.wounded/50 beds hospital",0,0,0,0,0,yes
KMEDSWWH01ER,"SET, STERILISATION EQUIP., for 100 w.wounded/50 beds hosp.",0,0,0,0,0,yes
KMEDSWWH01ES,"SET, SURGICAL, EQUIPMENT OT, for 100 w.wounded/50 beds hosp.",0,0,0,0,0,yes
KMEDSWWH01ET,"SET, ADMI./TRIAGE EQUIP. + misc.mat., 100 w.w./50 beds hosp.",0,0,0,0,0,yes
KMEDSWWH01EW,"SET, EQUIPMENT, ICU AND WARDS, 50 beds/100w.wound hosp.",0,0,0,0,0,yes
KMEDSWWH01EX,"SET, X-RAY EQUIPMENT, for 100 w.wounded/50 beds hospital",0,0,0,0,0,yes
KMEDSWWH01O1,"SET, OFFICE AND IT EQUIPMENT, for 100 w.wound./50 beds hosp.",0,0,0,0,0,yes
KMEDSWWH01PC,"SET, IDENTIF./ PROTEC., R.CROSS, 100 w.wound./50 beds hosp.",0,0,0,0,0,yes
KMEDSWWH01PR,"SET, IDENTIF./ PROTEC., R.CRESC., 100 w.wound./50 beds hosp.",0,0,0,0,0,yes
KMEDSWWH01PY,"SET, PHYSIOTHERAPY, 100 w.wounded/50 beds hospital",0,0,0,0,0,yes
KMEDSXRAG40,"SET, X-RAY, manual develop., 400 exposur., green, single use",0,0,0,0,0,yes
KMEDSXRAMA40A,"SET, X-RAY MAT., automatic process., 400 expos., green, s.u.",0,0,0,0,0,yes
KMSISAMP01,"SET, AMPUTATION, instruments",2.5,27.5,5,0.34375,5.5,yes
KMSISBAS01,"SET, BASIC SURGERY, instruments",33,28,5.5,5.082,4.72,yes
KMSISBON01,"SET, BASIC BONE SURGERY, complementary, instruments",32.5,27.5,5,4.46875,7.3,yes
KMSISBON01C,"set, basic bone surg, comple., CURETTES",0,0,0,2.496,1.8,yes
KMSISBOR01,"SET, BONE WIRING & KIRSHNER, 8 sizes + instruments",0,0,0,2.184,2.2,yes
KMSISCRA01,"SET, CRANIOTOMY, complementary, instruments",32.5,27.5,5,4.46875,5.3,yes
KMSISDEL01,"SET, DELIVERY, instruments",32,23,6,6.62,1,yes
KMSISDEN01,"SET, DENTAL EXTRACTION, instruments",0,0,0,2.592,2.5,yes
KMSISDENW01,"SET, DENTAL WIRING,  soft wire, 2 sizes + instruments",27,5.5,17,2.5245,1.78,yes
KMSISDRE01,"SET, DRESSING, instruments",0,0,0,1.836,0.45,yes
KMSISEMB01,"SET, EMBRYOTOMY, instruments",0,0,0,0,0,yes
KMSISENT01,"SET, Ear-Nose-Throat, instruments",0,0,0,2.016,1.5,yes
KMSISFIN01,"SET, FINE SURGERY, complementary, instruments",30,20,5,3,3.6,yes
KMSISFIX02LF,"SET, EXTERNAL FIXATION, LARGE, FIXATORS, Hoffmann II",50,15,7.8,5.85,6.15,yes
KMSISFIX02LI,"SET, EXTERNAL FIXATION, LARGE, INSTRUMENTS, Hoffmann II",31.5,14,7.5,3.3075,1.45,yes
KMSISGYN01,"SET, GYNAECOLOGY (dilat. & curettage), instruments",29,19,13.5,7.4385,6.7,yes
KMSISINT01,"SET, INTUBATION, instruments",48.5,8.5,36.5,15.0471,1.76,yes
KMSISLAP01,"SET, LAPAROTOMY, (+ caesarian), instruments",46,34,8,12.512,10,yes
KMSISOPH01,"SET, OPHTHALMIC TRAUMA, complementary, instruments",32,9,23,6.624,1.7,yes
KMSISPHC01,"SET, INSTRUMENTS FOR PHC, qualified personnal only",0,0,0,0,0,yes
KMSISPLA01,"SET, PLASTER CASTS REMOVAL, instruments",0,0,0,4.284,1.8,yes
KMSISSKE01,"SET, TRACTION, instruments + 10 bows",0,0,0,5.888,2.8,yes
KMSISSKI01,"SET, SKIN GRAFT, instruments",30,20,5,3,2.9,yes
KMSISSUT01,"SET, SUTURE, instruments",22.3,5.4,31.2,3.757104,1.15,yes
KMSISTHR01,"SET, THORACOTOMY, complementary, instruments",22,9,40.5,8.019,5.2,yes
KMSISURE01,"SET, URETHRAL SOUNDS, instruments",0,0,0,5.712,4.6,yes
KMSISVAS01,"SET, VASCULAR, complementary, instruments",32.5,25.5,5,4.14375,4,yes
KMSISWOU01,"SET, WOUND EXCISION, instruments",0,0,0,6.624,1.7,yes
KORTHOOKSP,"KIT, (hooks), SET spare parts",0,0,0,0,0,yes
KORTKNEESP,"KIT, (knee joint), spareparts",35,7.5,9.5,2.4938,4.5,yes
KRELCOOSETA,"KITCHEN SET familly of 5 persons, type ""A""",0,0,0,24.3,5,yes
KRELCOOSETB,"KITCHEN SET familly of 5 persons, type ""B""",0,0,0,32,5,yes
KRELCOOSKITC,"KIT, KITCHEN, for 1000 persons",0,0,0,12500,1033,yes
KRELCOOSKITF,"KIT, KITCHEN, feeding center, 500 children",0,0,0,6000,610,yes
KRELDISF50K,"KIT, food distribution, for 50000 persons",0,0,0,530,326,yes
KRELDISR50K,"KIT, NON-FOOD DISTRIBUTION, for 50000 persons",0,0,0,350,173,yes
KRELFOPA01P,"FOOD PARCEL, individual/1 month",0,0,0,0,0,yes
KRELFOPA05P,"FOOD PARCEL, for family, 5 persons/1 month",0,0,0,0,0,yes
KRELREGI50K,"KIT, registration, for 50000 persons",0,0,0,1530,53,yes
KRELSHEK01,"SHELTER TOOL KIT, tools and fixings",23,10,110,36,11,yes
KRELSHEK02,"SHELTER KIT, tarpaulins, tools and fixings",0,0,0,60,20,yes
KSANHYGP01A,"HYGIENE PROMOTION BOX A, promotion items",0,0,0,0,0,yes
KSANHYGP01B,"HYGIENE PROMOTION BOX B, electronic items",0,0,0,0,0,yes
KSANHYGP01C,"HYGIENE PROMOTION BOX C, infrastructure items",0,0,0,0,0,yes
KSANKBOD01,"KIT, HUMAN REMAINS MANAGEMENT (100 people) - WHITE BAGS",120,128,100,1536,331,yes
KSANKBOD02,"KIT, HUMAN REMAINS MANAGEMENT (100 people) - BLACK BAGS",120,128,100,1536,334,yes
KSANKBOD03,"KIT, HUMAN REMAINS MANAGEMENT (100 people) - INFECTIOUS BAGS",120,160,100,1920,377,yes
KSANSPROSP1L,"SET, PROTECTIVE CLOTHES, L, for 1 person spraying chemicals",0,0,0,0,0,yes
KSANSPROSP1M,"SET, PROTECTIVE CLOTHES, M, for 1 person spraying chemicals",0,0,0,0,0,yes
KSANSPROSP1X,"SET, PROTECTIVE CLOTHES, XL, for 1 person spraying chemicals",0,0,0,0,0,yes
KTVEINSTAID,"KIT, installation of First Aid Kit for cars",0,0,0,0,0,yes
KTVEINSTFLAG,"KIT, installation of flag pole for cars",22,137,17,51.238,3.65,yes
KTVEINSTHF,"KIT, installation HF/Radio, Alu plate adapted to Landcruiser",110,2,44,9.68,2.5,yes
KTVEINSTHF4P,"KIT, instal. HF Radio, Alu plate for Landcruis. 4 doors",0,0,0,0,0,yes
KTVEINSTIDE,"KIT, installation of Identifying Items for cars",0,0,0,0,0,yes
KTVELCPULHD,"KIT, 4x4 VEHICLE Pick-Up, Left Hand Drive, complete",0,0,0,16000,2300,yes
KTVELCPURHD,"KIT, 4x4 VEHICLE Pick-Up, Right Hand Drive, complete",0,0,0,16000,2300,yes
KTVELCSWLHD,"KIT, 4x4 VEHICLE Station-Wagon, Left Hand Drive, complete",0,0,0,18450,2500,yes
KTVELCSWRHD,"KIT, 4x4 VEHICLE Station-Wagon, Right Hand Drive, complete",0,0,0,18450,2500,yes
KTVETOOLLC,"KIT, TOOL BOX for Land Cruiser, on board tool box",0,0,0,0.0723,7.35,yes
KTVETOOLLV,"KIT, TOOL BOX, for light vehicule maintenance and repair",0,0,0,0,0,yes
KTVETOOLTR,"KIT, TOOL BOX for truck mechanical workshop",59,51,36,108.324,87,yes
KTVETOOLWS,"KIT, TOOL BOX, for mechanical workshop",0,0,0,0,0,yes
KWATDOSI01,"KIT, TREATMENT DOSER, suction side Kit",0,0,0,510,105,yes
KWATDOSI02,"KIT, TREATMENT DOSER, slow dissolve chlorine floating cont.",0,0,0,0,0,yes
KWATFITT02,"KIT, WATERTANK FITTINGS, other system/tanker truck ADAPTORS",31,23,27,19.251,6,yes
KWATNEACK02F,"KIT 2, WATSAN DISASTER RESPONSE, filters, 2000 beneficiaries",0,0,0,0,0,yes
KWATNEACK02T,"KIT 2, WATSAN DISASTER RESPONSE, tablets, 2000 beneficiaries",0,0,0,10850,1420,yes
KWATNEACK05,"KIT 5, WATSAN DISASTER RESPONSE, 5000 beneficiaries",0,0,0,15000,3500,yes
KWATNEACK10,"KIT 10, WATSAN DISASTER RESPONSE, 10000 beneficiaries",0,0,0,30000,7000,yes
KWATPUMCERU2,"KIT, MOTOR PUMP, diesel, lightweight, + PIPES",147,76,71,800,107,yes
KWATPUMCRW02,"KIT, MOTOR PUMP, raw water, diesel, 2"", 24m3/h at 20m",0,0,0,880,195,yes
KWATPUMCRW03,"KIT, MOTOR PUMP, raw water, diesel, 3"", 48m3/h at 25m",0,0,0,880,207,yes
KWATPUMCSL01,"KIT, MOTORPUMP, sludge, diaphragm, diesel, 4"", 25m3/h at 10m",0,0,0,3150,380,yes
KWATPUMCSL02,"KIT, MOTOR PUMP, sludge, diaphragm, diesel, 3"", 15m3/h a 10m",120,91,80,873.6,183,yes
KWATPUMEDR02,"KIT, PUMP, end-suction solid handling, 2"" + 6.5kW Generator",0,0,0,850,200,yes
KWATPUMESE01,"KIT, PUMP, SUBM.sewage, max. 40 m3/h, max.20m + GENSET 6KVA",102,86,76,666.672,224,yes
KWATPUMHHPV100,"KIT, HANDPUMP, VERGNET HPV100 PUMP",0,0,0,0,0,yes
KWATPUMHHPV60,"KIT, HANDPUMP, VERGNET HPV60 PUMP",0,0,0,0,0,yes
KWATPUMHVAN80,"KIT, HANDPUMP, VAN REEKUM SWN 80 PUMP",0,0,0,0,0,yes
KWATPUMHVAN90,"KIT, HANDPUMP, VAN REEKUM SWN 90 PUMP",0,0,0,0,0,yes
KWATRAMP06S,"KIT, WATER TAP STAND, 6 self-closing taps",0,0,0,60,40,yes
KWATRAMP06T,"KIT, WATER TAP STAND, 6 taps 1/4 turn",0,0,0,136,54,yes
KWATREPAF01,"KIT, REPAIR, for flexible tank PVC reinforced material",7.5,23,7.5,3,0.5,yes
KWATTANKO05,"KIT, WATERTANK, flexible onion, 5 m3, storage",105,65,60,409.5,40,yes
KWATTANKO10,"KIT, WATERTANK, flexible onion, 10 m3, storage",105,67,75,1050,115,yes
KWATTANKO20,"KIT, WATERTANK, flexible onion, 20 m3, storage",0,0,0,1050,148,yes
KWATTANKP04T,"KIT, WATERTANK, flexible pillow, 4m3, transport/storage",80,63,58,292.32,46,yes
KWATTANKP05,"KIT, WATERTANK, flexible pillow, 5 m3, storage",0,0,0,220,33,yes
KWATTANKP05T,"KIT, WATERTANK, flexible pillow, 5m3, transport/storage",82,55,53,300,50,yes
KWATTANKP10,"KIT, WATERTANK, flexible pillow, 10m3, storage",0,0,0,450,64,yes
KWATTANKP15,"KIT, WATERTANK, flexible pillow, 15 m3, storage",105,65,60,590,82,yes
KWATTANKR10,"KIT, WATER TANK, 10 m3, rigid, corrugated",0,0,0,1020,310,yes
KWATTANKR45,"KIT, WATER TANK, 45 m3, rigid, corrugated",0,0,0,2820,612,yes
KWATTANKR70,"KIT, WATER TANK, 70 m3, rigid, corrugated",0,0,0,2820,765,yes
KWATTANKR95,"KIT, WATER TANK, 95 m3, rigid, corrugated",0,0,0,3040,901,yes
KWATTANKRFI3,"KIT, FITTINGS, 3"", for 3 rigid corrugated water tanks",0,0,0,610,159,yes
KWATTANKRTO1,"KIT, TOOL, for rigid corrugated water tanks",330,30,85,35,7,yes
KWATWLAB01,"KIT, WATER LAB TEST, bacteriologic, + accessories, Sandberg",86,50,60,258,35,yes
KWATWLAB02,"KIT, WATER LAB TEST, bacteriologic, + accessories, Delagua",0,0,0,14,10,yes
KWATWLAB03,"KIT, WATER LAB TEST, bacteriologic, + accessories, Wagtech",60,46,36,99.36,16.1,yes
KWATWLAB04,"KIT, WATER LAB TEST, bacteriologic, + acc, Wagtech Potakit",0,0,0,0,0,yes
MANEMASKOA,"MASK, OXYGEN, ADULT, w/conn.tube+ nose clip+ neck band, dis.",40,24,30,28.8,2.8,yes
MANEMASKOP,"MASK, OXYGEN, PAEDIATRIC, w/conn.tube+ nose clip+ band, dis.",15.5,5.3,14.5,1.1912,0.05,yes
MCTDBAGC64,"BAG, COLOSTOMY, pre-cut 25-64mm, closed, adhesive, disp.",0,0,0,0.086558,0.0183,yes
MCTDBAGC64E,"BAG, COLOSTOMY,  EMPTYABLE, pre-cut 13-64mm, single use",0,0,0,0.0866,0.0183,yes
MCTDBAGC64EC,"(bag, colostomy, emptyable) CLAMP, platic",0,0,0,0.0866,0.0183,yes
MCTDBAGU2L,"BAG, URINE, 2 l, with tap and non-return valve, graded",0,0,0,0.153,0.038,yes
MCTDBRCIFHBV,"FILTER, HME+ anti-bact.-vir.99.9%, con.22/15mm, disp.",6.5,7,6.5,0.2958,0.02,yes
MCTDBRCIFHBVI,"FILTER, HME+ anti-bact.-vir, infa., con.15/15mm, disp.",0,0,0,0.4,0.02,yes
MCTDBRCIFHBVP,"FILTER, HME+ anti-bact.-vir, pediatric, con.22/15mm, disp.",0,0,0,0.4,0.02,yes
MCTDBRCIJR01,"BREATHING CIRCUIT, J.Rees, modif.T-Ayres, ster., disp.",0,0,0,0,0,yes
MCTDCANNOA2S,"CANNULA, NASAL, OXYGEN, adult, 2 prongs, straight, + tube",30,25,20,15,5.5,yes
MCTDCANNON2S,"CANNULA, NASAL, OXYGEN, neonate, 2 prongs, curved, + O2 tube",15,2,13,0.39,0.05,yes
MCTDCANNOP2S,"CANNULA, NASAL, OXYGEN, paediatric, 2 prongs, curv.,+O2 tube",0,0,0,0,0,yes
MCTDCONS7S,"CONNECTOR, biconical, symetric. ext dia. 7 to 11 mm, autocl.",0,0,0,0.03536,0.0054,yes
MCTDCONS7ST,"CONNECTOR, biconical, fits tubing.diam.7-14mm, ster., disp.",12,9,2,0.0354,0.0054,yes
MCTDCUFE12,"CATHETER, URINARY, FEMALE, CH12, 18cm, 2 eyes, pvc, st.,s.u.",0.15,0.24,0.1,0,0.0045,yes
MCTDCUFO08,"CATHETER, URINARY, FOLEY, w/ balloon, CH 08, sterile, disp.",0,0,0,0.198,0.02,yes
MCTDCUFO10,"CATHETER, URINARY, FOLEY, w/ balloon, CH 10, sterile, disp.",0,0,0,0.2165,0.0188,yes
MCTDCUFO12,"CATHETER, URINARY, FOLEY, w/ balloon, CH 12, sterile, disp.",0,0,0,0.206,0.026,yes
MCTDCUFO14,"CATHETER, URINARY, FOLEY, w/ balloon, CH 14, sterile, disp.",0,0,0,0.253,0.026,yes
MCTDCUFO16,"CATHETER, URINARY, FOLEY, w/ balloon, CH 16, sterile, disp.",0,0,0,0.258622,0.0287,yes
MCTDCUFO18,"CATHETER, URINARY, FOLEY, w/ balloon, CH 18, sterile, disp.",0,0,0,0.2576,0.0301,yes
MCTDCUFO20,"CATHETER, URINARY, FOLEY, w/ balloon, CH 20, sterile, disp.",0,0,0,0.2,0.0262,yes
MCTDDCOR30,"DRAIN, CORRUGATED SHEET, 30x12.5cm, silicone, ster., autocl.",0,0,0,0.672,0.05,yes
MCTDDPEN10,"DRAIN, PENROSE, size 3, 10x420mm, sterile, single use",0,0,0,0.1012,0.0078,yes
MCTDDPEN19,"DRAIN, PENROSE, size 6, 19x420mm, sterile, single use",0,0,0,0.1012,0.0112,yes
MCTDDRAB027,"DRAIN, ABDOMINAL, CH27, 50cm, 5 eyes, silicone, ster., disp.",54.5,10.5,4,2.289,0.35,yes
MCTDDTHO16,"DRAIN, THORACIC, CH 16, straight, 50 cm, sterile, disposable",0,0,0,0.194,0.039,yes
MCTDDTHO20,"DRAIN, THORACIC, CH 20, straight, 50 cm, sterile, disposable",0,0,0,0.504432,0.055,yes
MCTDDTHO24,"DRAIN, THORACIC, CH 24, straight, 50 cm, sterile, disposable",0,0,0,0.494875,0.04,yes
MCTDDTHO28,"DRAIN, THORACIC, CH 28, straight, 50 cm, sterile, disposable",0,0,0,0.504432,0.07,yes
MCTDDTHO32,"DRAIN, THORACIC, CH 32, straight, 50 cm, sterile, disposable",0,0,0,0.4774,0.08,yes
