Organisation,Branch,SubBranch,SubSubBranch,Type,Region,Country
Malagasy Red Cross Society,Menabe,Morondava,Bemanonga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Morondava,Morondava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Ambalamanasy II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Ambodiangezoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Ambodimanga I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Andapa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Andrakata,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Andranomena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Anjialavabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Ankiakabe Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Anoviara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Antsahamena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Bealampona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Belaoka Lokoho,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Belaoka Marovato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Betsakotsako Andranotsara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Doany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Marovato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Matsohely,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Andapa,Tanandava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Ambalabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Ambinanifaho,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Ambohitralanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Ampahana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Ampanavoana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Ampohibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Andampy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Antalaha Ambonivohitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Antananambo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Antombana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Antsahanoro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Antsambalahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Lanjarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Marofinaritra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Sarahandrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Antalaha,Vinanivao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Ambatoafo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Amboangibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Ambodiampana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Ambodivoara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Ambohimalaza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Ambohimitsinjo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Analamaho,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Andrahanjo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Andratamarina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Andrembona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Anjangoveratra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Anjialava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Anjinjaomby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Antindra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Antsahavaribe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Antsambaharo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Bemanevika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Bevonotra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Farahalana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Maroambihy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Marogaona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Marojala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Morafeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Nosiarina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Sambava Cu,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Sambava,Tanambao Daoud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Ambalasatrana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Ambinanin'andravory,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Ambodisambalahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Amboriala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Ampanefena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Ampisikinana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Ampondra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Andrafainkona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Andravory,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Antsirabe Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Belambo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Bobakindro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Daraina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Fanambana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Maromokotra Loky,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Milanoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Nosibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Tsarabaria,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sava,Vohemar,Vohemar,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Ambaliha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Ambarijeby Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Ambolobozo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Analalava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Andribavontsona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Angoaka Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Ankaramy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Antonibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Befotaka Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Mahadrodroka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Maromandia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Marovantaza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Analalava,Marovatolena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Ambodimadiro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Ambodimanary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Ambodimandresy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Ampandriankilandy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Anahidrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Andreba,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Anjalazala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Anjiamangirana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Ankerika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Antsahabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Antsohihy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Antsohihy,Maroala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ambalaromba,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ambararata Sofia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ambararatabe Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ambatoriha Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ambatosia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ambodiadabo M,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ambodiampana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ambodisikidy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ambovonomby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Analila,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Anjozoromadosy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Ankazotokana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Antananivo Haut,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Antsamaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Bealanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Beandrarezona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Mangindrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Bealanana,Marotolana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Ambararata,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Ambodimotso Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Ambolidibe Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Ankarongana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Antsakabary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Antsakanalabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Befandriana Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Maroamalona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Matsondakana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Morafeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Tsarahonenana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Befandriana Nord,Tsiamalao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Ambodihazoambo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Ambohitoaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Ampasimatera,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Ankiririky,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Bekoratsaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Betaramahamay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Komajia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Malakialina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Mampikony I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mampikony,Mampikony II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ambalakirajy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ambarikorano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ambaripaika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ambilombe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Amboaboa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ambodiadabo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ambodiamontana Kianga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ambohisoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Amborondolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ampatakamaroreny,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Andohajango,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Andratamarina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Anjiabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ankiabe-Salohy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Ankiakabe-Fonoko,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Antanambaon'amberina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Antanandava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Antsatramidola,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Antsiatsiaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Antsirabe Centre,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Antsoha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Kalandy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Manampaneva,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Mandritsara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Marotandrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Pont Sofia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Tsarajomoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Mandritsara,Tsaratanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Ambanjabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Ambodimahabibo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Ambodisakoana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Ambodivongo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Amparihy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Andranomeva,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Leanja,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Maevaranohely,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Marovato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Port-Berger II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Port-Berger,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Tsarahasina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Tsaratanana I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Tsiningia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Sofia,Port-Berger,Tsinjomitondraka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Ambatolampy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Ambatondrakalavao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Ambodifarihy Fenomanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Ambohipihaonana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Andranovelona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Andravola Vohipeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Andriambilany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Antakasina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Antanamalaza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Antanimasaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Antsampandrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Behenjy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Belambo Firaisana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Manjakatompo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Morarano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Sabotsy Namatoana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Tsiafajavona Ankaratra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Ambatolampy,Tsinjoarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Ambatolahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Ambatomiady,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Ambatotsipihina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Ambodiriana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Ambohimandroso,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Ambohitompoina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Ampitatafika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Andranofito,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Antanifotsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Antsahalava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Antsampandrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antanifotsy,Belanitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe I,Ampatana Mandriankeniheny,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe I,Antsenakely Andraikiba,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe I,Antsirabe Afovoany Atsinanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe I,Mahazoarivo Avarabohitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe I,Manodidina Ny Gara Ambilombe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe I,Soamalaza Mahatsinjo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Alakamisy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Alatsinainy Ibity,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Ambano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Ambatomena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Ambohibary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Ambohidranandriana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Ambohimiarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Ambohitsimanova,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Andranomanelatra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Antanambao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Antanimandry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Antsoatany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Belazao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Manandona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Mandrosohasina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Mangarano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Sahanivotry Manandona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Soanindrariny,Red Cross / Red Crescent,Indian Ocean,MG
